,sentence,word,tag
275,2,Toys,I-PRODUCT
276,2,-,I-PRODUCT
277,2,White,I-PRODUCT
278,2,The,0
279,2,slip-proof,0
280,2,handle,0
281,2,bar,0
282,2,and,0
283,2,acceleration,0
284,2,pedal,0
285,2,to,0
286,2,control,0
287,2,the,0
288,2,forward,0
289,2,and,0
290,2,reverse,0
291,2,movement,0
292,2,give,0
293,2,your,0
294,2,child,0
295,2,control,0
296,2,and,0
297,2,a,0
298,2,realistic,0
299,2,driving,0
300,2,experience.,0
301,2,It,0
302,2,comes,0
303,2,with,0
304,2,some,0
305,2,cool,0
306,2,entertaining,0
307,2,features,0
308,2,that,0
309,2,will,0
310,2,allow,0
311,2,your,0
312,2,child,0
313,2,to,0
314,2,have,0
315,2,hours,0
316,2,of,0
317,2,fun.,0
318,3,Dog,B-PRODUCT
319,3,Cage,I-PRODUCT
320,3,42inch,I-PRODUCT
321,3,Pet,I-PRODUCT
322,3,Cage,I-PRODUCT
323,3,-,I-PRODUCT
324,3,Black,I-PRODUCT
325,3,Featuring,0
326,3,a,0
327,3,foldable,0
328,3,design,0
329,3,with,0
330,3,triple,0
331,3,access,0
332,3,"doors,",0
333,3,this,0
334,3,dog,0
335,3,cage,0
336,3,offers,0
337,3,maximum,0
338,3,convenience,0
339,3,and,0
340,3,is,0
341,3,extremely,0
342,3,safe,0
343,3,for,0
344,3,containing,0
345,3,your,0
346,3,pets.,0
347,3,It's,0
348,3,metal,0
349,3,constructed,0
350,3,with,0
351,3,a,0
352,3,powder,0
353,3,coated,0
354,3,finish,0
355,3,enhancing,0
356,3,durability,0
357,3,and,0
358,3,is,0
359,3,also,0
360,3,rust,0
361,3,resistant.,0
362,3,Easy,0
363,3,to,0
364,3,"setup,",0
365,3,"store,",0
366,3,transport,0
367,3,and,0
368,3,clean.,0
369,3,Great,0
370,3,for,0
371,3,securely,0
372,3,keeping,0
373,3,your,0
374,3,pets,0
375,3,"contained,",0
376,3,a,0
377,3,must,0
378,3,have,0
379,3,for,0
380,3,every,0
381,3,pet,0
382,3,owner.,0
383,4,Set,B-PRODUCT
384,4,of,I-PRODUCT
385,4,4,I-PRODUCT
386,4,Livorno,I-PRODUCT
387,4,Bar,I-PRODUCT
388,4,Stools,I-PRODUCT
389,4,Gas,I-PRODUCT
390,4,lift,I-PRODUCT
391,4,Swivel,I-PRODUCT
392,4,Steel,I-PRODUCT
393,4,Chocolate,I-PRODUCT
394,4,-,I-PRODUCT
395,4,Steel,I-PRODUCT
396,4,&,I-PRODUCT
397,4,Choco,I-PRODUCT
398,4,These,0
399,4,modern,0
400,4,bar,0
401,4,stools,0
402,4,are,0
403,4,sure,0
404,4,to,0
405,4,complement,0
406,4,any,0
407,4,household,0
408,4,and,0
409,4,will,0
410,4,be,0
411,4,a,0
412,4,great,0
413,4,addition,0
414,4,to,0
415,4,a,0
416,4,kitchen,0
417,4,and,0
418,4,dining,0
419,4,setting.,0
420,4,Upholstered,0
421,4,in,0
422,4,faux,0
423,4,"leather,",0
424,4,the,0
425,4,bar,0
426,4,stools,0
427,4,also,0
428,4,feature,0
429,4,an,0
430,4,extra,0
431,4,thick,0
432,4,foam,0
433,4,padding,0
434,4,seat,0
435,4,for,0
436,4,ultimate,0
437,4,comfort.,0
438,4,The,0
439,4,semi-circular,0
440,4,footrest,0
441,4,ensures,0
442,4,relaxed,0
443,4,sitting,0
444,4,while,0
445,4,the,0
446,4,omni-directional,0
447,4,seat,0
448,4,makes,0
449,4,for,0
450,4,easy,0
451,4,turn,0
452,4,to,0
453,4,any,0
454,4,facing.,0
455,4,Better,0
456,4,"still,",0
457,4,the,0
458,4,height,0
459,4,can,0
460,4,be,0
461,4,easily,0
462,4,adjusted,0
463,4,with,0
464,4,the,0
465,4,SGS-tested,0
466,4,gas,0
467,4,lift,0
468,4,and,0
469,4,the,0
470,4,large,0
471,4,base,0
472,4,ensures,0
473,4,stability,0
474,4,at,0
475,4,all,0
476,4,times.,0
477,4,Not,0
478,4,"least,",0
479,4,a,0
480,4,floor,0
481,4,protector,0
482,4,under,0
483,4,the,0
484,4,base,0
485,4,helps,0
486,4,to,0
487,4,keep,0
488,4,your,0
489,4,pristine,0
490,4,floor,0
491,4,scratch-free,0
492,4,at,0
493,4,all,0
494,4,times.,0
495,5,Mystique,B-PRODUCT
496,5,Trundle,I-PRODUCT
497,5,Wooden,I-PRODUCT
498,5,Bed,I-PRODUCT
499,5,Frame,I-PRODUCT
500,5,Timber,I-PRODUCT
501,5,Storage,I-PRODUCT
502,5,Drawers,I-PRODUCT
503,5,Base,I-PRODUCT
504,5,-,I-PRODUCT
505,5,Single,I-PRODUCT
506,5,Made,0
507,5,of,0
508,5,solid,0
509,5,pine,0
510,5,"wood,",0
511,5,the,0
512,5,Rio,0
513,5,Bed,0
514,5,Frame,0
515,5,is,0
516,5,compatible,0
517,5,with,0
518,5,most,0
519,5,Australian,0
520,5,sized,0
521,5,mattresses,0
522,5,and,0
523,5,ideal,0
524,5,for,0
525,5,use,0
526,5,by,0
527,5,both,0
528,5,young,0
529,5,and,0
530,5,old,0
531,5,alike.,0
532,5,Strong,0
533,5,and,0
534,5,"sturdy,",0
535,5,the,0
536,5,bed,0
537,5,frame,0
538,5,comes,0
539,5,with,0
540,5,a,0
541,5,durable,0
542,5,plywood,0
543,5,slated,0
544,5,"base,",0
545,5,reinforced,0
546,5,angled,0
547,5,brackets,0
548,5,for,0
549,5,long,0
550,5,term,0
551,5,"support,",0
552,5,stylish,0
553,5,"headboard,",0
554,5,heavy-duty,0
555,5,steel,0
556,5,fixings,0
557,5,and,0
558,5,smooth,0
559,5,edges,0
560,5,all,0
561,5,round.,0
562,5,Finished,0
563,5,in,0
564,5,a,0
565,5,"non-toxic,",0
566,5,eco-friendly,0
567,5,white,0
568,5,"paint,",0
569,5,the,0
570,5,neutral-coloured,0
571,5,bed,0
572,5,frame,0
573,5,makes,0
574,5,for,0
575,5,easy,0
576,5,decor,0
577,5,coordination.,0
578,5,Better,0
579,5,"still,",0
580,5,the,0
581,5,bed,0
582,5,frame,0
583,5,also,0
584,5,has,0
585,5,ample,0
586,5,room,0
587,5,below,0
588,5,it,0
589,5,to,0
590,5,fit,0
591,5,in,0
592,5,a,0
593,5,pair,0
594,5,of,0
595,5,optional,0
596,5,trundle,0
597,5,drawers,0
598,5,or,0
599,5,any,0
600,5,other,0
601,5,storage,0
602,5,boxes.,0
603,6,Standing,B-PRODUCT
604,6,Desk,I-PRODUCT
605,6,Adjustable,I-PRODUCT
606,6,Height,I-PRODUCT
607,6,Desk,I-PRODUCT
608,6,Electric,I-PRODUCT
609,6,Motorised,I-PRODUCT
610,6,Black,I-PRODUCT
611,6,Frame,I-PRODUCT
612,6,Desk,I-PRODUCT
613,6,Top,I-PRODUCT
614,6,140cm,I-PRODUCT
615,6,Now,0
616,6,you,0
617,6,have,0
618,6,the,0
619,6,choice,0
620,6,of,0
621,6,working,0
622,6,while,0
623,6,sitting,0
624,6,or,0
625,6,standing,0
626,6,with,0
627,6,our,0
628,6,Artiss,0
629,6,Roskos,0
630,6,I,0
631,6,Motorised,0
632,6,Adjustable,0
633,6,Desk.,0
634,6,Using,0
635,6,the,0
636,6,smooth,0
637,6,stepless,0
638,6,motorised,0
639,6,height,0
640,6,adjustment,0
641,6,and,0
642,6,telescopic,0
643,6,length,0
644,6,"adjustment,",0
645,6,you,0
646,6,can,0
647,6,adjust,0
648,6,the,0
649,6,desk,0
650,6,frame,0
651,6,to,0
652,6,suit,0
653,6,your,0
654,6,working,0
655,6,preference.,0
656,7,Eliza,B-PRODUCT
657,7,Wicker,I-PRODUCT
658,7,Rocking,I-PRODUCT
659,7,Chairs,I-PRODUCT
660,7,Table,I-PRODUCT
661,7,Set,I-PRODUCT
662,7,Outdoor,I-PRODUCT
663,7,Setting,I-PRODUCT
664,7,Recliner,I-PRODUCT
665,7,Patio,I-PRODUCT
666,7,Furniture,I-PRODUCT
667,7,-,I-PRODUCT
668,7,Black,I-PRODUCT
669,7,Now,0
670,7,you,0
671,7,have,0
672,7,the,0
673,7,choice,0
674,7,of,0
675,7,working,0
676,7,while,0
677,7,sitting,0
678,7,or,0
679,7,standing,0
680,7,with,0
681,7,our,0
682,7,Artiss,0
683,7,Roskos,0
684,7,I,0
685,7,Motorised,0
686,7,Adjustable,0
687,7,Desk.,0
688,7,Using,0
689,7,the,0
690,7,smooth,0
691,7,stepless,0
692,7,motorised,0
693,7,height,0
694,7,adjustment,0
695,7,and,0
696,7,telescopic,0
697,7,length,0
698,7,"adjustment,",0
699,7,you,0
700,7,can,0
701,7,adjust,0
702,7,the,0
703,7,desk,0
704,7,frame,0
705,7,to,0
706,7,suit,0
707,7,your,0
708,7,working,0
709,7,preference.,0
710,8,Dressing,B-PRODUCT
711,8,Table,I-PRODUCT
712,8,Stool,I-PRODUCT
713,8,Mirror,I-PRODUCT
714,8,Jewellery,I-PRODUCT
715,8,Organiser,I-PRODUCT
716,8,Makeup,I-PRODUCT
717,8,Cabinet,I-PRODUCT
718,8,5,I-PRODUCT
719,8,Drawers,I-PRODUCT
720,8,White,I-PRODUCT
721,8,Provided,0
722,8,with,0
723,8,subtle,0
724,8,"lighting,",0
725,8,very,0
726,8,easy,0
727,8,on,0
728,8,the,0
729,8,eyes.,0
730,8,Give,0
731,8,yourself,0
732,8,makeup,0
733,8,that,0
734,8,will,0
735,8,set,0
736,8,you,0
737,8,apart.,0
738,8,Makes,0
739,8,you,0
740,8,feel,0
741,8,like,0
742,8,a,0
743,8,celebrity.,0
744,8,Allows,0
745,8,you,0
746,8,to,0
747,8,be,0
748,8,more,0
749,8,accurate,0
750,8,with,0
751,8,its,0
752,8,clear,0
753,8,view.,0
754,8,Ample,0
755,8,storage,0
756,8,is,0
757,8,provided,0
758,8,so,0
759,8,never,0
760,8,feel,0
761,8,disorganized.,0
762,8,A,0
763,8,smooth,0
764,8,sliding,0
765,8,drawer,0
766,8,easily,0
767,8,accesses,0
768,8,your,0
769,8,makeup,0
770,8,accessories.,0
771,9,SUPER,B-PRODUCT
772,9,KING,I-PRODUCT
773,9,Luxury,I-PRODUCT
774,9,Bedding,I-PRODUCT
775,9,Two-Sided,I-PRODUCT
776,9,Quilt,I-PRODUCT
777,9,Cover,I-PRODUCT
778,9,with,I-PRODUCT
779,9,Pillowcase,I-PRODUCT
780,9,-,I-PRODUCT
781,9,Taupe,I-PRODUCT
782,9,Sleep,0
783,9,"tight,",0
784,9,sleep,0
785,9,"heavy,",0
786,9,and,0
787,9,sleep,0
788,9,well,0
789,9,with,0
790,9,our,0
791,9,Bedding,0
792,9,Set.,0
793,9,With,0
794,9,its,0
795,9,smooth,0
796,9,"textures,",0
797,9,it,0
798,9,is,0
799,9,bonded,0
800,9,to,0
801,9,relax,0
802,9,you,0
803,9,down,0
804,9,and,0
805,9,to,0
806,9,keep,0
807,9,all,0
808,9,the,0
809,9,stress,0
810,9,away.,0
811,10,KING,B-PRODUCT
812,10,Ultrasoft,I-PRODUCT
813,10,Fitted,I-PRODUCT
814,10,Bed,I-PRODUCT
815,10,Sheet,I-PRODUCT
816,10,with,I-PRODUCT
817,10,Pillowcases,I-PRODUCT
818,10,-,I-PRODUCT
819,10,Dark,I-PRODUCT
820,10,Grey,I-PRODUCT
821,10,Sleep,0
822,10,"tight,",0
823,10,sleep,0
824,10,"heavy,",0
825,10,and,0
826,10,sleep,0
827,10,well,0
828,10,with,0
829,10,our,0
830,10,Bedding,0
831,10,Set.,0
832,10,With,0
833,10,its,0
834,10,smooth,0
835,10,"textures,",0
836,10,it,0
837,10,is,0
838,10,bonded,0
839,10,to,0
840,10,relax,0
841,10,you,0
842,10,down,0
843,10,and,0
844,10,to,0
845,10,keep,0
846,10,all,0
847,10,the,0
848,10,stress,0
849,10,away.,0
850,11,KING,B-PRODUCT
851,11,SINGLE,I-PRODUCT
852,11,Ultrasoft,I-PRODUCT
853,11,Fitted,I-PRODUCT
854,11,Bed,I-PRODUCT
855,11,Sheet,I-PRODUCT
856,11,with,I-PRODUCT
857,11,Pillowcases,I-PRODUCT
858,11,-,I-PRODUCT
859,11,Silver,I-PRODUCT
860,11,Grey,I-PRODUCT
861,11,Sleep,0
862,11,"tight,",0
863,11,sleep,0
864,11,"heavy,",0
865,11,and,0
866,11,sleep,0
867,11,well,0
868,11,with,0
869,11,our,0
870,11,Bedding,0
871,11,Set.,0
872,11,With,0
873,11,its,0
874,11,smooth,0
875,11,"textures,",0
876,11,it,0
877,11,is,0
878,11,bonded,0
879,11,to,0
880,11,relax,0
881,11,you,0
882,11,down,0
883,11,and,0
884,11,to,0
885,11,keep,0
886,11,all,0
887,11,the,0
888,11,stress,0
889,11,away.,0
890,12,QUEEN,B-PRODUCT
891,12,1000TC,I-PRODUCT
892,12,3-Piece,I-PRODUCT
893,12,Striped,I-PRODUCT
894,12,Blended,I-PRODUCT
895,12,Bamboo,I-PRODUCT
896,12,Quilt,I-PRODUCT
897,12,Cover,I-PRODUCT
898,12,Set,I-PRODUCT
899,12,-,I-PRODUCT
900,12,Charcoal,I-PRODUCT
901,12,This,0
902,12,quilt,0
903,12,cover,0
904,12,set,0
905,12,is,0
906,12,made,0
907,12,from,0
908,12,a,0
909,12,40%,0
910,12,natural,0
911,12,bamboo,0
912,12,and,0
913,12,60%,0
914,12,premium,0
915,12,microfibre,0
916,12,blend,0
917,12,with,0
918,12,a,0
919,12,luxurious,0
920,12,1000,0
921,12,thread,0
922,12,count.,0
923,12,Impeccably,0
924,12,smooth,0
925,12,and,0
926,12,"soft,",0
927,12,with,0
928,12,a,0
929,12,silken,0
930,12,lustre,0
931,12,"finish,",0
932,12,they,0
933,12,also,0
934,12,feature,0
935,12,a,0
936,12,"contemporary,",0
937,12,striped,0
938,12,design.,0
939,13,QUEEN,B-PRODUCT
940,13,1200TC,I-PRODUCT
941,13,Stripe,I-PRODUCT
942,13,Cotton,I-PRODUCT
943,13,Blend,I-PRODUCT
944,13,Quilt,I-PRODUCT
945,13,Cover,I-PRODUCT
946,13,Sets,I-PRODUCT
947,13,-,I-PRODUCT
948,13,Silver,I-PRODUCT
949,13,Designed,0
950,13,from,0
951,13,an,0
952,13,extremely,0
953,13,fine,0
954,13,"weave,",0
955,13,and,0
956,13,comprising,0
957,13,of,0
958,13,60%,0
959,13,ultra-soft,0
960,13,"cotton,",0
961,13,and,0
962,13,40%,0
963,13,premium,0
964,13,"polyester,",0
965,13,the,0
966,13,quilt,0
967,13,cover’s,0
968,13,unique,0
969,13,1200,0
970,13,thread,0
971,13,count,0
972,13,sateen,0
973,13,fabric,0
974,13,is,0
975,13,carefully,0
976,13,woven,0
977,13,so,0
978,13,the,0
979,13,ultra-soft,0
980,13,cotton,0
981,13,is,0
982,13,on,0
983,13,the,0
984,13,face,0
985,13,of,0
986,13,the,0
987,13,quilt,0
988,13,cover,0
989,13,and,0
990,13,the,0
991,13,premium,0
992,13,polyester,0
993,13,is,0
994,13,"underneath,",0
995,13,to,0
996,13,ensure,0
997,13,a,0
998,13,perfect,0
999,13,night’s,0
1000,13,"sleep,",0
1001,13,and,0
1002,13,a,0
1003,13,wrinkle-resistant,0
1004,13,finish,0
1005,13,for,0
1006,13,aesthetic,0
1007,13,purposes,0
1008,13,as,0
1009,13,well,0
1010,13,as,0
1011,13,comfort.,0
1012,14,KING,B-PRODUCT
1013,14,1200TC,I-PRODUCT
1014,14,Stripe,I-PRODUCT
1015,14,Cotton,I-PRODUCT
1016,14,Blend,I-PRODUCT
1017,14,Quilt,I-PRODUCT
1018,14,Cover,I-PRODUCT
1019,14,Sets,I-PRODUCT
1020,14,-,I-PRODUCT
1021,14,Blush,I-PRODUCT
1022,14,With,0
1023,14,its,0
1024,14,beautiful,0
1025,14,handle,0
1026,14,and,0
1027,14,silky,0
1028,14,"feel,",0
1029,14,it,0
1030,14,is,0
1031,14,made,0
1032,14,from,0
1033,14,a,0
1034,14,luxurious,0
1035,14,blend,0
1036,14,of,0
1037,14,60%,0
1038,14,pure,0
1039,14,soft,0
1040,14,cotton,0
1041,14,and,0
1042,14,40%,0
1043,14,premium,0
1044,14,polyester.,0
1045,15,QUEEN,B-PRODUCT
1046,15,1500TC,I-PRODUCT
1047,15,Cotton,I-PRODUCT
1048,15,Rich,I-PRODUCT
1049,15,Quilt,I-PRODUCT
1050,15,Cover,I-PRODUCT
1051,15,Sets,I-PRODUCT
1052,15,-,I-PRODUCT
1053,15,Indigo,I-PRODUCT
1054,15,With,0
1055,15,its,0
1056,15,beautiful,0
1057,15,handle,0
1058,15,and,0
1059,15,silky,0
1060,15,"feel,",0
1061,15,it,0
1062,15,is,0
1063,15,made,0
1064,15,from,0
1065,15,a,0
1066,15,luxurious,0
1067,15,blend,0
1068,15,of,0
1069,15,60%,0
1070,15,pure,0
1071,15,soft,0
1072,15,cotton,0
1073,15,and,0
1074,15,40%,0
1075,15,premium,0
1076,15,polyester.,0
1077,16,Walter,B-PRODUCT
1078,16,Pendant,I-PRODUCT
1079,16,Size,I-PRODUCT
1080,16,2,I-PRODUCT
1081,16,by,I-PRODUCT
1082,16,Original,I-PRODUCT
1083,16,BTC,I-PRODUCT
1084,16,Each,0
1085,16,Walter,0
1086,16,Pendant,0
1087,16,Size,0
1088,16,2,0
1089,16,is,0
1090,16,made,0
1091,16,to,0
1092,16,order,0
1093,16,by,0
1094,16,Original,0
1095,16,BTC,0
1096,16,in,0
1097,16,England,0
1098,16,for,0
1099,16,Australia.,0
1100,16,We,0
1101,16,use,0
1102,16,Australian,0
1103,16,approved,0
1104,16,electrical,0
1105,16,components.,0
1106,16,Each,0
1107,16,piece,0
1108,16,will,0
1109,16,take,0
1110,16,approximately,0
1111,16,Ten,0
1112,16,to,0
1113,16,Fourteen,0
1114,16,weeks,0
1115,16,to,0
1116,16,be,0
1117,16,made,0
1118,16,and,0
1119,16,delivered,0
1120,16,from,0
1121,16,your,0
1122,16,order,0
1123,16,date.,0
1124,17,Octo,B-PRODUCT
1125,17,3,I-PRODUCT
1126,17,Wall,I-PRODUCT
1127,17,Light,I-PRODUCT
1128,17,Please,0
1129,17,note,0
1130,17,this,0
1131,17,item,0
1132,17,is,0
1133,17,not,0
1134,17,available,0
1135,17,for,0
1136,17,international,0
1137,17,shipping,0
1138,17,outside,0
1139,17,of,0
1140,17,Australia,0
1141,17,with,0
1142,17,FedEx,0
1143,17,Global,0
1144,17,Express.,0
1145,17,Please,0
1146,18,Original,B-PRODUCT
1147,18,BTC,I-PRODUCT
1148,18,Hector,I-PRODUCT
1149,18,Bone,I-PRODUCT
1150,18,China,I-PRODUCT
1151,18,Dome,I-PRODUCT
1152,18,Wall,I-PRODUCT
1153,18,Light.,I-PRODUCT
1154,18,White.,I-PRODUCT
1155,18,One,0
1156,18,of,0
1157,18,the,0
1158,18,forerunners,0
1159,18,of,0
1160,18,industrial,0
1161,18,style,0
1162,18,Original,0
1163,18,BTC's,0
1164,18,updated,0
1165,18,classics,0
1166,18,and,0
1167,18,original,0
1168,18,designs,0
1169,18,are,0
1170,18,inspired,0
1171,18,by,0
1172,18,traditional,0
1173,18,factory,0
1174,18,"fittings,",0
1175,18,childhood,0
1176,18,toys,0
1177,18,and,0
1178,18,iconic,0
1179,18,1940s,0
1180,18,design.,0
1181,19,Paxo,B-PRODUCT
1182,19,Pendant,I-PRODUCT
1183,19,Light.,I-PRODUCT
1184,19,White,I-PRODUCT
1185,19,We,0
1186,19,think,0
1187,19,it,0
1188,19,is,0
1189,19,the,0
1190,19,perfect,0
1191,19,kitchen,0
1192,19,island,0
1193,19,pendant.,0
1194,19,It,0
1195,19,looks,0
1196,19,stunning,0
1197,19,in,0
1198,19,multiples,0
1199,19,or,0
1200,19,as,0
1201,19,a,0
1202,19,single,0
1203,19,pendant,0
1204,19,and,0
1205,19,is,0
1206,19,made,0
1207,19,by,0
1208,19,hand,0
1209,19,in,0
1210,19,the,0
1211,19,Original,0
1212,19,BTC,0
1213,19,factory,0
1214,19,in,0
1215,19,"Oxford,",0
1216,19,England.,0
1217,20,Marimekko,B-PRODUCT
1218,20,Pienet,I-PRODUCT
1219,20,Kivet,I-PRODUCT
1220,20,Cushion,I-PRODUCT
1221,20,Cover,I-PRODUCT
1222,20,(50,I-PRODUCT
1223,20,x,I-PRODUCT
1224,20,50cm),I-PRODUCT
1225,20,Welcome,0
1226,20,to,0
1227,20,our,0
1228,20,home.,0
1229,20,If,0
1230,20,you,0
1231,20,love,0
1232,20,what,0
1233,20,you,0
1234,20,see,0
1235,20,here,0
1236,20,get,0
1237,20,more,0
1238,20,inspiration,0
1239,20,from,0
1240,20,us,0
1241,20,delivered,0
1242,20,to,0
1243,20,your,0
1244,20,"mailbox,",0
1245,20,by,0
1246,20,signing,0
1247,20,up,0
1248,20,below!,0
1249,21,Marimekko,B-PRODUCT
1250,21,Siirtolapuutarha,I-PRODUCT
1251,21,Rasymatto,I-PRODUCT
1252,21,Bowl,I-PRODUCT
1253,21,1.5L,I-PRODUCT
1254,21,Welcome,0
1255,21,to,0
1256,21,our,0
1257,21,home.,0
1258,21,If,0
1259,21,you,0
1260,21,love,0
1261,21,what,0
1262,21,you,0
1263,21,see,0
1264,21,here,0
1265,21,get,0
1266,21,more,0
1267,21,inspiration,0
1268,21,from,0
1269,21,us,0
1270,21,delivered,0
1271,21,to,0
1272,21,your,0
1273,21,"mailbox,",0
1274,21,by,0
1275,21,signing,0
1276,21,up,0
1277,21,below!,0
1278,22,Marimekko,B-PRODUCT
1279,22,Pieni,I-PRODUCT
1280,22,Unikko,I-PRODUCT
1281,22,Cushion,I-PRODUCT
1282,22,Cover,I-PRODUCT
1283,22,(50,I-PRODUCT
1284,22,x,I-PRODUCT
1285,22,50cm),I-PRODUCT
1286,22,Welcome,0
1287,22,to,0
1288,22,our,0
1289,22,home.,0
1290,22,If,0
1291,22,you,0
1292,22,love,0
1293,22,what,0
1294,22,you,0
1295,22,see,0
1296,22,here,0
1297,22,get,0
1298,22,more,0
1299,22,inspiration,0
1300,22,from,0
1301,22,us,0
1302,22,delivered,0
1303,22,to,0
1304,22,your,0
1305,22,"mailbox,",0
1306,22,by,0
1307,22,signing,0
1308,22,up,0
1309,22,below!,0
1310,23,Marimekko,B-PRODUCT
1311,23,Siirtolapuutarha,I-PRODUCT
